name,ontologyTermURI,latitude,longitude,city,country,organisationType,codesystem,code
International Research Institute for Radio Astronomy,https://ror.org/00t9y0z13,45.193656,5.760741,Grenoble,France,Facility,ROR,00t9y0z13
Interuniversity Center of Materials Research and Engineering,https://ror.org/03xhggy77,43.60426,1.44367,Toulouse,France,Facility,ROR,03xhggy77
Irradiated Solids Laboratory,https://ror.org/015x8rz21,48.71828,2.2498,Palaiseau,France,Facility,ROR,015x8rz21
JUNIA,https://ror.org/02evec030,50.63297,3.05858,Lille,France,Education,ROR,02evec030
Jean Monnet University,https://ror.org/04yznqr36,45.43389,4.39,Saint-Etienne,France,Education,ROR,04yznqr36
Jean Moulin University Lyon 3,https://ror.org/05b5c0584,45.74846,4.84671,Lyon,France,Education,ROR,05b5c0584
Jean-Pierre Aubert Research Center,https://ror.org/00x76wb44,50.612554,3.037525,Lille,France,Facility,ROR,00x76wb44
Joseph Fourier University,https://ror.org/02aj0kh94,45.194027,5.76969,Grenoble,France,Education,ROR,02aj0kh94
"L'Hôpital Nord Franche-Comté",https://ror.org/04rkyw928,47.5268569,6.7840952,Montbéliard,France,Healthcare,ROR,04rkyw928
"LACTH - Laboratoire d'Architecture Conception Territoire Histoire Matérialité",https://ror.org/0409gk363,50.61669,3.16664,"Villeneuve-d'Ascq",France,Facility,ROR,0409gk363
"LIttoral, ENvironment and Societies",https://ror.org/00r8amq78,46.142237,-1.151902,La Rochelle,France,Facility,ROR,00r8amq78
La Maison de la Rivière,https://ror.org/0203qcs72,46.949197,-1.293812,Saint-Georges-de-Montaigu,France,Facility,ROR,0203qcs72
La Rochelle Business School,https://ror.org/051gb6s93,46.140661,-1.155972,La Rochelle,France,Education,ROR,051gb6s93
La Rochelle Engineering School,https://ror.org/03hz42y69,46.139277,-1.15439,La Rochelle,France,Education,ROR,03hz42y69
LabEx PERSYVAL-Lab,https://ror.org/03eqm6y13,45.19341,5.768292,"Saint-Martin-d'Hères",France,Facility,ROR,03eqm6y13
Labex Action,https://ror.org/045krvc71,47.252742,5.997769,Besançon,France,Facility,ROR,045krvc71
LabexMER,https://ror.org/003n95695,48.38131,-4.61805,Plouzané,France,Facility,ROR,003n95695
Laboratoire Adaptations Travail-Individu,https://ror.org/0213qq237,48.83545,2.24128,Boulogne-Billancourt,France,Facility,ROR,0213qq237
Laboratoire Aimé Cotton,https://ror.org/021xexe56,48.707146,2.172494,Orsay,France,Facility,ROR,021xexe56
Laboratoire Amiénois de Mathématique Fondamentale et Appliquée,https://ror.org/04smxbm79,49.875638,2.264925,Amiens,France,Facility,ROR,04smxbm79
"Laboratoire Analyse et Modélisation pour la Biologie et l'Environnement",https://ror.org/00wwxk695,48.624439,2.427106,Évry,France,Facility,ROR,00wwxk695
"Laboratoire Analyse, Géométrie et Applications",https://ror.org/018nzqy79,48.95833,2.34167,Villetaneuse,France,Facility,ROR,018nzqy79
"Laboratoire Angevin de Mécanique, Procédés et InnovAtion",https://ror.org/01ks4c961,47.484093,-0.555038,Angers,France,Facility,ROR,01ks4c961
Laboratoire Angevin de Recherche en Mathématiques,https://ror.org/036j0y719,47.47728,-0.549974,Angers,France,Facility,ROR,036j0y719
Laboratoire Architecture Ville Urbanisme Environnement,https://ror.org/01dqmj897,48.85341,2.3488,Paris,France,Facility,ROR,01dqmj897
"Laboratoire Archéomatériaux et Prévision de l'Altération",https://ror.org/01xpreq28,48.72903,2.148771,Gif-sur-Yvette,France,Facility,ROR,01xpreq28
Laboratoire Bioénergétique Fondamentale et Appliquée,https://ror.org/05514hp74,45.191252,5.722469,Grenoble,France,Facility,ROR,05514hp74
Laboratoire Bordelais de Recherche en Informatique,https://ror.org/03adqg323,44.808512,-0.596748,Talence,France,Facility,ROR,03adqg323
Laboratoire Bourguignon des Matériaux et Procédés,https://ror.org/00hbc1k35,46.434191,4.659264,Cluny,France,Facility,ROR,00hbc1k35
Laboratoire COMETE,https://ror.org/018z38380,49.209504,-0.353966,Caen,France,Facility,ROR,018z38380
Laboratoire CarMeN,https://ror.org/03bbjky47,45.703846,4.80921,Oullins,France,Facility,ROR,03bbjky47
Laboratoire Charles Coulomb,https://ror.org/02ftce284,43.63178,3.861833,Montpellier,France,Facility,ROR,02ftce284
Laboratoire Charles Fabry,https://ror.org/046hjmc37,48.713648,2.20352,Palaiseau,France,Facility,ROR,046hjmc37
Laboratoire Chimie Electrochimie Moléculaires et Chimie Analytique,https://ror.org/02bhhaf78,48.399563,-4.498124,Brest,France,Facility,ROR,02bhhaf78
"Laboratoire Chimie de l'Environnement",https://ror.org/02pr0xw82,43.305079,5.378167,Marseille,France,Facility,ROR,02pr0xw82
"Laboratoire Cognition, Langues, Langage, Ergonomie",https://ror.org/029cj5595,43.60426,1.44367,Toulouse,France,Facility,ROR,029cj5595
Laboratoire Cognitions Humaine et Artificielle,https://ror.org/02k8f5n40,48.93564,2.35387,Saint-Denis,France,Facility,ROR,02k8f5n40
Laboratoire Collisions Agrégats Réactivité,https://ror.org/0416g8z79,43.560926,1.46748,Toulouse,France,Facility,ROR,0416g8z79
Laboratoire Conception de Produits et Innovation,https://ror.org/04hztmn48,48.863807,2.329205,Paris,France,Facility,ROR,04hztmn48
"Laboratoire D'étude des Résidus et Contaminants Dans les Aliments",https://ror.org/00kewvc41,47.289862,-1.524916,Nantes,France,Facility,ROR,00kewvc41
Laboratoire Dynamique de la Biodiversité,https://ror.org/03f4xj038,43.60426,1.44367,Toulouse,France,Facility,ROR,03f4xj038
Laboratoire Dynamique du Langage,https://ror.org/01fvx3s14,45.747253,4.835554,Lyon,France,Facility,ROR,01fvx3s14
Laboratoire Dynamiques Sociales et Recomposition des Espaces,https://ror.org/045r56524,48.89198,2.20675,Nanterre,France,Facility,ROR,045r56524
Laboratoire Ethologie Cognition Développement,https://ror.org/04patj340,48.89198,2.20675,Nanterre,France,Facility,ROR,04patj340
Laboratoire Excell,https://ror.org/00kny8y22,44.840094,-0.679236,Mérignac,France,Facility,ROR,00kny8y22
Laboratoire Génie Industriel,https://ror.org/0455wwj08,48.765501,2.288461,Châtenay-Malabry,France,Facility,ROR,0455wwj08
Laboratoire Génie de Production,https://ror.org/039aqbp11,43.224997,0.05123,Tarbes,France,Facility,ROR,039aqbp11
Laboratoire Génie et Matériaux Textiles,https://ror.org/038sy2k93,50.694432,3.168118,Roubaix,France,Facility,ROR,038sy2k93
Laboratoire Hubert Curien,https://ror.org/0028p8r67,45.453207,4.385997,Saint-Etienne,France,Facility,ROR,0028p8r67
Laboratoire Hydrazines et Composés Energétiques Polyazotés,https://ror.org/01racwh88,45.779635,4.8656,Villeurbanne,France,Facility,ROR,01racwh88
Laboratoire ICT,https://ror.org/04p7gsa29,48.85341,2.3488,Paris,France,Facility,ROR,04p7gsa29
"Laboratoire Image, Ville, Environnement",https://ror.org/03x8fem72,48.57915,7.767402,Strasbourg,France,Facility,ROR,03x8fem72
"Laboratoire Informatique d'Avignon",https://ror.org/02n399288,43.949401,4.81654,Avignon,France,Facility,ROR,02n399288
Laboratoire Ingénierie des Fluides Systèmes Énergétiques,https://ror.org/00awn3k11,48.863807,2.329205,Paris,France,Facility,ROR,00awn3k11
Laboratoire Interdisciplinaire Carnot de Bourgogne,https://ror.org/02b6c1039,47.311754,5.070194,Dijon,France,Facility,ROR,02b6c1039
Laboratoire Interdisciplinaire Solidarités Sociétés Territoires,https://ror.org/04m5rvb18,43.60426,1.44367,Toulouse,France,Facility,ROR,04m5rvb18
Laboratoire Interdisciplinaire de Physique,https://ror.org/023n9q531,45.193121,5.763101,"Saint-Martin-d'Hères",France,Facility,ROR,023n9q531
Laboratoire Interdisciplinaire de Recherche en Innovations Sociétales,https://ror.org/01dyfj824,48.11198,-1.67429,Rennes,France,Facility,ROR,01dyfj824
Laboratoire Interdisciplinaire des Énergies de Demain,https://ror.org/00m43ek07,48.85341,2.3488,Paris,France,Facility,ROR,00m43ek07
Laboratoire Interdisciplinaire pour la Sociologie Economique,https://ror.org/01b8mj511,48.866744,2.355432,Paris,France,Facility,ROR,01b8mj511
Laboratoire Interfaces et Systèmes Électrochimiques,https://ror.org/00jb20a14,48.847259,2.357413,Paris,France,Facility,ROR,00jb20a14
Laboratoire Interuniversitaire de Biologie de la Motricité,https://ror.org/03sc1p174,45.780681,4.867795,Villeurbanne,France,Facility,ROR,03sc1p174
Laboratoire Interuniversitaire des Systèmes Atmosphériques,https://ror.org/046cjf283,48.79266,2.46569,Créteil,France,Facility,ROR,046cjf283
Laboratoire Jean Kuntzmann,https://ror.org/04ett5b41,45.188637,5.722923,Grenoble,France,Facility,ROR,04ett5b41
Laboratoire Jean Perrin,https://ror.org/01ghvgs84,48.847114,2.356668,Paris,France,Facility,ROR,01ghvgs84
Laboratoire Jean-Alexandre Dieudonné,https://ror.org/0274zdr66,43.715789,7.26742,Nice,France,Facility,ROR,0274zdr66
Laboratoire Léon Brillouin,https://ror.org/029rmm934,48.68333,2.13333,Gif-sur-Yvette,France,Facility,ROR,029rmm934
Laboratoire Magmas et Volcans,https://ror.org/02vnq7240,45.770239,3.087461,Clermont-Ferrand,France,Facility,ROR,02vnq7240
"Laboratoire Mathématiques, Image et Applications",https://ror.org/01r0cs760,46.16308,-1.15222,La Rochelle,France,Education,ROR,01r0cs760
Laboratoire Matière et Systèmes Complexes,https://ror.org/032w6q449,48.85341,2.3488,Paris,France,Facility,ROR,032w6q449
"Laboratoire Matériaux Optiques, Photonique et Systèmes",https://ror.org/055swm364,49.11911,6.17269,Metz,France,Facility,ROR,055swm364
Laboratoire Modélisation et Simulation Multi-Echelle,https://ror.org/04rrzfd14,48.82732,2.17151,Marnes-la-Coquette,France,Facility,ROR,04rrzfd14
Laboratoire Montpelliérain d’Economie Théorique et Appliquée,https://ror.org/027afk247,43.61093,3.87635,Montpellier,France,Facility,ROR,027afk247
Laboratoire Motricité Humaine Éducation Sport Santé,https://ror.org/03fd87035,43.692358,7.192864,Nice,France,Facility,ROR,03fd87035
Laboratoire Méditerranéen de Préhistoire Europe Afrique,https://ror.org/011gea244,43.527906,5.418222,Aix-en-Provence,France,Facility,ROR,011gea244
Laboratoire National Henri Becquerel,https://ror.org/03az79194,48.829275,2.295016,Gif-sur-Yvette,France,Facility,ROR,03az79194
Laboratoire Navier,https://ror.org/029hkd614,48.841295,2.587994,Champs-sur-Marne,France,Facility,ROR,029hkd614
"Laboratoire Optimisation de la Conception et Ingénierie de l'Environnement",https://ror.org/015gaxx73,45.644456,5.867839,Le Bourget-du-Lac,France,Facility,ROR,015gaxx73
Laboratoire Passages XX_XXI,https://ror.org/048ryj409,45.750759,4.837154,Lyon,France,Facility,ROR,048ryj409
Laboratoire Paul Painlevé,https://ror.org/043n4fm24,50.609604,3.137993,"Villeneuve-d'Ascq",France,Facility,ROR,043n4fm24
Laboratoire Physiologie Cellulaire & Végétale,https://ror.org/00jxe7243,45.188395,5.722237,Grenoble,France,Facility,ROR,00jxe7243
Laboratoire Phytoceutic,https://ror.org/01vmb7766,43.43253,6.735176,Fréjus,France,Facility,ROR,01vmb7766
"Laboratoire Politiques Publiques, Action Politique, Territoires",https://ror.org/026j45x50,45.181616,5.724824,Grenoble,France,Facility,ROR,026j45x50
"Laboratoire Procédés, Matériaux et Energie Solaire",https://ror.org/05thdk431,42.682366,2.898637,Perpignan,France,Facility,ROR,05thdk431
Laboratoire Rhéologie et Procédés,https://ror.org/044ggyg50,45.195376,5.771775,"Saint-Martin-d'Hères",France,Facility,ROR,044ggyg50
Laboratoire Roberval,https://ror.org/023ffhx15,49.415766,2.818374,Compiègne,France,Facility,ROR,023ffhx15
Laboratoire Réactions et Génie des Procédés,https://ror.org/00p6sn362,48.68439,6.18496,Nancy,France,Facility,ROR,00p6sn362
"Laboratoire Sciences de l'Univers au Cerfacs",https://ror.org/03ck9wz82,43.57583,1.371524,Toulouse,France,Facility,ROR,03ck9wz82
Laboratoire Spécification et Vérification,https://ror.org/01kz1bj67,48.789049,2.32719,Cachan,France,Facility,ROR,01kz1bj67
Laboratoire Structure et Dynamique par Résonance Magnétique,https://ror.org/0378sf364,48.72903,2.148771,Gif-sur-Yvette,France,Facility,ROR,0378sf364
"Laboratoire Techniques, Territoires et Sociétés",https://ror.org/05fc1hn07,48.85341,2.3488,Paris,France,Facility,ROR,05fc1hn07
"Laboratoire Traitement du Signal et de l'Image",https://ror.org/01f1amm71,48.11198,-1.67429,Rennes,France,Facility,ROR,01f1amm71
Laboratoire Traitement et Communication de l’Information,https://ror.org/057er4c39,48.85341,2.3488,Paris,France,Facility,ROR,057er4c39
Laboratoire Univers et Particules de Montpellier,https://ror.org/00nrbzg90,43.615691,3.872021,Montpellier,France,Facility,ROR,00nrbzg90
Laboratoire Ville Mobilité Transport,https://ror.org/056vbnz12,48.842317,2.591787,Champs-sur-Marne,France,Facility,ROR,056vbnz12
Laboratoire Vision Action Cognition,https://ror.org/03saykv37,48.83545,2.24128,Boulogne-Billancourt,France,Facility,ROR,03saykv37
"Laboratoire d'Annecy-le-Vieux de Physique Théorique",https://ror.org/010hz2d37,45.921283,6.159489,Annecy-le-Vieux,France,Facility,ROR,010hz2d37
"Laboratoire d'Annecy-le-Vieux de Physique des Particules",https://ror.org/049nhh297,45.920833,6.159722,Annecy-le-Vieux,France,Facility,ROR,049nhh297
"Laboratoire d'Anthropologie Sociale",https://ror.org/05pm8ec76,48.846472,2.350989,Paris,France,Facility,ROR,05pm8ec76
"Laboratoire d'Anthropologie et de Psychologie Cognitives et Sociales",https://ror.org/033ny7f81,43.69481,7.2521,Nice,France,Facility,ROR,033ny7f81
"Laboratoire d'Automatique, Génie Informatique et Signal",https://ror.org/04wez4p43,50.606111,3.136111,"Villeneuve-d'Ascq",France,Facility,ROR,04wez4p43
"Laboratoire d'Hydrodynamique",https://ror.org/018b0x874,48.712076,2.20517,Palaiseau,France,Facility,ROR,018b0x874
"Laboratoire d'Informatique Algorithmique: Fondements et Applications",https://ror.org/00pbqgm18,48.85341,2.3488,Paris,France,Facility,ROR,00pbqgm18
"Laboratoire d'Informatique Gaspard-Monge",https://ror.org/04t50yk91,48.839654,2.587139,Champs-sur-Marne,France,Facility,ROR,04t50yk91
"Laboratoire d'Informatique en Images et Systèmes d'Information",https://ror.org/04dv4he91,45.784435,4.767766,Lyon,France,Facility,ROR,04dv4he91
"Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur",https://ror.org/01raq4x89,48.707451,2.176214,Orsay,France,Facility,ROR,01raq4x89
"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",https://ror.org/01215r597,43.615411,7.0674,Valbonne,France,Facility,ROR,01215r597
"Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes",https://ror.org/01f1vfy95,49.387687,1.068774,Saint-Étienne-du-Rouvray,France,Facility,ROR,01f1vfy95
"Laboratoire d'Ingénierie Circulation Transports",https://ror.org/02ahzca76,45.736574,4.92546,Bron,France,Facility,ROR,02ahzca76
"Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés",https://ror.org/01yypjb30,43.572198,1.465404,Toulouse,France,Facility,ROR,01yypjb30
"Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques",https://ror.org/05j3atf73,48.848505,2.26371,Paris,France,Facility,ROR,05j3atf73
"Laboratoire d'Optique Appliquée",https://ror.org/03czns913,48.710908,2.219258,Palaiseau,France,Facility,ROR,03czns913
"Laboratoire d'Urbanisme",https://ror.org/017x69387,48.85,2.6,Champs-sur-Marne,France,Facility,ROR,017x69387
"Laboratoire d'ethnologie et de sociologie comparative",https://ror.org/056swcy54,48.89198,2.20675,Nanterre,France,Facility,ROR,056swcy54
"Laboratoire d'informatique de Nantes Atlantique",https://ror.org/05487pd16,47.21725,-1.55336,Nantes,France,Facility,ROR,05487pd16
"Laboratoire d'Écologie Alpine",https://ror.org/03x1z2w73,45.191653,5.767351,Grenoble,France,Facility,ROR,03x1z2w73
"Laboratoire d'Économie Mathématique et de Microéconomie Appliquée",https://ror.org/003ckn545,48.85341,2.3488,Paris,France,Facility,ROR,003ckn545
"Laboratoire d'Économie des Ressources Naturelles",https://ror.org/05ev54a13,43.605638,1.431664,Toulouse,France,Facility,ROR,05ev54a13
"Laboratoire d'Écophysiologie Moléculaire des Plantes sous Stress Environnementaux",https://ror.org/03fte3n86,43.61093,3.87635,Montpellier,France,Facility,ROR,03fte3n86
"Laboratoire d'Électronique, Antennes et Télécommunications",https://ror.org/00ah32k04,43.615811,7.071111,Nice,France,Facility,ROR,00ah32k04
"Laboratoire d'Électrotechnique et d'Électronique de Puissance de Lille",https://ror.org/0186z1m53,50.614187,3.034801,Lille,France,Facility,ROR,0186z1m53
"Laboratoire d'Étude des Microstructures",https://ror.org/03nqvpf75,48.796991,2.282396,Châtillon,France,Facility,ROR,03nqvpf75
"Laboratoire d'études de genre et de sexualité",https://ror.org/005w2mm89,48.81568,2.38487,Ivry-sur-Seine,France,Facility,ROR,005w2mm89
Laboratoire de Biodiversité et Biotechnologies Microbiennes,https://ror.org/039p01270,48.846674,2.355118,Paris,France,Facility,ROR,039p01270
Laboratoire de Biogenèse Membranaire,https://ror.org/02nthwg11,44.787847,-0.577062,"Villenave-d'Ornon",France,Facility,ROR,02nthwg11
Laboratoire de Biologie Cellulaire et Moléculaire du Contrôle de la Prolifération,https://ror.org/02aqr8687,43.60426,1.44367,Toulouse,France,Facility,ROR,02aqr8687
Laboratoire de Biologie Moléculaire de la Cellule,https://ror.org/01bj4fd12,45.732118,4.833113,Lyon,France,Facility,ROR,01bj4fd12
Laboratoire de Biologie du Développement,https://ror.org/024hnwe62,48.84716,2.35752,Paris,France,Facility,ROR,024hnwe62
Laboratoire de Biologie du Développement de Villefranche-sur-Mer,https://ror.org/04hke8425,43.699094,7.307598,Villefranche-sur-Mer,France,Facility,ROR,04hke8425
Laboratoire de Biologie et Pharmacologie Appliquée,https://ror.org/03njrcx45,48.789329,2.327183,Cachan,France,Facility,ROR,03njrcx45
Laboratoire de Biotechnologie et Chimie Marines,https://ror.org/00aytnh12,47.645102,-2.746217,Vannes,France,Facility,ROR,00aytnh12
Laboratoire de Biotechnologies Végétales Appliquées aux Plantes Aromatiques et Médicinales,https://ror.org/01j6cta96,45.423028,4.425685,Saint-Etienne,France,Facility,ROR,01j6cta96
Laboratoire de Chimie,https://ror.org/02gaw1s20,45.731897,4.833081,Lyon,France,Facility,ROR,02gaw1s20
Laboratoire de Chimie Bactérienne,https://ror.org/057zme681,43.256901,5.40498,Marseille,France,Facility,ROR,057zme681
Laboratoire de Chimie Moléculaire,https://ror.org/01epym565,48.606828,7.715733,Strasbourg,France,Facility,ROR,01epym565
Laboratoire de Chimie Moléculaire et Thioorganique,https://ror.org/03q7p3t30,49.214518,-0.367924,Caen,France,Facility,ROR,03q7p3t30
Laboratoire de Chimie Organique,https://ror.org/04db3be62,48.841445,2.347196,Paris,France,Facility,ROR,04db3be62
Laboratoire de Chimie Physique,https://ror.org/016r2hq43,48.701318,2.177453,Orsay,France,Facility,ROR,016r2hq43
Laboratoire de Chimie Physique - Matière et Rayonnement,https://ror.org/03z20vp15,48.847075,2.357435,Paris,France,Facility,ROR,03z20vp15
"Laboratoire de Chimie Physique et Microbiologie pour l'Environnement",https://ror.org/03nknpw16,48.67333,6.15283,Villers-lès-Nancy,France,Facility,ROR,03nknpw16
Laboratoire de Chimie de Coordination,https://ror.org/01rtzw447,43.60426,1.44367,Toulouse,France,Facility,ROR,01rtzw447
Laboratoire de Chimie des Polymères Organiques,https://ror.org/056n05x05,44.801482,-0.611318,Pessac,France,Facility,ROR,056n05x05
Laboratoire de Chimie des Processus Biologiques,https://ror.org/02fv42846,48.85341,2.3488,Paris,France,Facility,ROR,02fv42846
Laboratoire de Chimie et Biochimie Pharmacologiques et Toxicologiques,https://ror.org/028qedy27,48.85341,2.3488,Paris,France,Facility,ROR,028qedy27
Laboratoire de Chimie et Biologie des Métaux,https://ror.org/02dd25k08,45.196218,5.70437,Grenoble,France,Facility,ROR,02dd25k08
Laboratoire de Cristallographie et RMN Biologiques,https://ror.org/0098sx518,48.85341,2.3488,Paris,France,Facility,ROR,0098sx518
Laboratoire de Cristallographie et Sciences des Matériaux,https://ror.org/04310tc15,49.214759,-0.366803,Caen,France,Facility,ROR,04310tc15
Laboratoire de Dynamique des Fluides,https://ror.org/059jx7q58,48.863807,2.329205,Paris,France,Facility,ROR,059jx7q58
Laboratoire de Glaciologie et Géophysique de l’Environnement,https://ror.org/03fgt5a62,45.191718,5.76733,"Saint-Martin-d'Hères",France,Facility,ROR,03fgt5a62
Laboratoire de Génie Chimique,https://ror.org/003jnac13,43.60426,1.44367,Toulouse,France,Facility,ROR,003jnac13
Laboratoire de Génie Civil et Géo Environnement,https://ror.org/00fh1dw28,50.61669,3.16664,"Villeneuve-d'Ascq",France,Facility,ROR,00fh1dw28
"Laboratoire de Génie Civil, Diagnostic et Durabilité",https://ror.org/03d2jk391,45.403453,2.051984,Corrèze,France,Facility,ROR,03d2jk391
Laboratoire de Génie des Procédés Catalytiques,https://ror.org/011907q25,45.783935,4.869003,Villeurbanne,France,Facility,ROR,011907q25
Laboratoire de Génie Électrique et Électronique de Paris,https://ror.org/02xnnng09,48.709513,2.169242,Gif-sur-Yvette,France,Facility,ROR,02xnnng09
Laboratoire de Génétique & Evolution des Populations Végétales,https://ror.org/01h0a3k64,50.610425,3.142922,"Villeneuve-d'Ascq",France,Facility,ROR,01h0a3k64
Laboratoire de Géographie Physique,https://ror.org/054v0s666,48.81381,2.235,Meudon,France,Facility,ROR,054v0s666
Laboratoire de Géographie Physique et Environnementale,https://ror.org/00e4pqm50,45.770362,3.088629,Clermont-Ferrand,France,Facility,ROR,00e4pqm50
Laboratoire de Géographie Urbaine,https://ror.org/02m8tt458,48.89198,2.20675,Nanterre,France,Facility,ROR,02m8tt458
"Laboratoire de Géologie de Lyon : Terre, Planètes et Environnement",https://ror.org/04t89f389,45.772112,4.887766,Villeurbanne,France,Facility,ROR,04t89f389
Laboratoire de Géologie de l’École Normale Supérieure,https://ror.org/05vg9cw43,48.843149,2.34622,Paris,France,Facility,ROR,05vg9cw43
Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles,https://ror.org/05588ks88,45.191219,5.774737,Grenoble,France,Facility,ROR,05588ks88
"Laboratoire de Mathématiques Analyse, Probabilités, Modélisation Orléans",https://ror.org/03d6rdf69,47.846451,1.93751,Orléans,France,Facility,ROR,03d6rdf69
Laboratoire de Mathématiques Jean Leray,https://ror.org/04g1hjn96,47.21725,-1.55336,Nantes,France,Facility,ROR,04g1hjn96
Laboratoire de Mathématiques de Bretagne Atlantique,https://ror.org/02ght4n58,48.398074,-4.507801,Brest,France,Facility,ROR,02ght4n58
Laboratoire de Mathématiques et Physique Théorique,https://ror.org/03g2c2k71,47.383994,0.673873,Tours,France,Facility,ROR,03g2c2k71
Laboratoire de Mesure du Carbone 14,https://ror.org/03s3cgk74,48.719798,2.149123,Gif-sur-Yvette,France,Facility,ROR,03s3cgk74
Laboratoire de Microbiologie et Génétique Moléculaires,https://ror.org/04rrj3a80,43.60426,1.44367,Toulouse,France,Facility,ROR,04rrj3a80
Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet,https://ror.org/02w8awt17,50.614187,3.034801,Lille,France,Facility,ROR,02w8awt17
"Laboratoire de Mécanique des Sols, Structures et Matériaux",https://ror.org/0156gk772,48.765702,2.288482,Châtenay-Malabry,France,Facility,ROR,0156gk772
Laboratoire de Mécanique et Génie Civil,https://ror.org/02fke9256,43.61093,3.87635,Montpellier,France,Facility,ROR,02fke9256
Laboratoire de Mécanique et Procédés de Fabrication,https://ror.org/04yzbzc51,43.491274,5.333269,Aix-en-Provence,France,Facility,ROR,04yzbzc51
"Laboratoire de Mécanique, Modélisation & Procédés Propres",https://ror.org/01vrxpt40,43.342662,5.436983,Marseille,France,Facility,ROR,01vrxpt40
"Laboratoire de Mécanique, Multiphysique, Multiéchelle",https://ror.org/04f5rw142,50.61669,3.16664,"Villeneuve-d'Ascq",France,Facility,ROR,04f5rw142
Laboratoire de Neurobiologie Cellulaire et Moléculaire,https://ror.org/0452rtt80,48.704514,2.132597,Gif-sur-Yvette,France,Facility,ROR,0452rtt80
Laboratoire de Neurosciences Cognitives,https://ror.org/02dg3n954,48.842238,2.345169,Paris,France,Facility,ROR,02dg3n954
Laboratoire de Neurosciences Cognitives et Adaptatives,https://ror.org/01m71e459,48.584824,7.764844,Strasbourg,France,Facility,ROR,01m71e459
Laboratoire de Neurosciences Intégratives et Adaptatives,https://ror.org/021f6nx58,43.304466,5.378294,Marseille,France,Facility,ROR,021f6nx58
Laboratoire de Phonétique et Phonologie,https://ror.org/007p4nf03,48.85341,2.3488,Paris,France,Facility,ROR,007p4nf03
"Laboratoire de Photochimie et d'Ingénierie Macromoléculaire",https://ror.org/02t1cke57,47.732459,7.312097,Mulhouse,France,Facility,ROR,02t1cke57
Laboratoire de Photophysique et Photochimie Supramoléculaires et Macromoléculaires,https://ror.org/03r7eh527,48.7893,2.327075,Cachan,France,Facility,ROR,03r7eh527
"Laboratoire de Physico-Chimie de l'Atmosphère",https://ror.org/014net767,51.035237,2.367462,Dunkirk,France,Facility,ROR,014net767
Laboratoire de PhysioMédecine Moléculaire,https://ror.org/00c3ktd57,43.725151,7.279866,Nice,France,Facility,ROR,00c3ktd57
Laboratoire de Physique Corpusculaire,https://ror.org/0214k6v65,45.764071,3.112276,Aubière,France,Facility,ROR,0214k6v65
Laboratoire de Physique Nucléaire et de Hautes Énergies,https://ror.org/01hg8p552,48.85341,2.3488,Paris,France,Facility,ROR,01hg8p552
Laboratoire de Physique Subatomique et des Technologies Associées,https://ror.org/01kxesq83,47.21725,-1.55336,Nantes,France,Facility,ROR,01kxesq83
Laboratoire de Physique Théorique,https://ror.org/01w0hda30,43.560569,1.467962,Toulouse,France,Facility,ROR,01w0hda30
"Laboratoire de Physique de l'ENS",https://ror.org/03a26mh11,48.85341,2.3488,Paris,France,Facility,ROR,03a26mh11
Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,https://ror.org/03gc1p724,48.699448,2.175833,Orsay,France,Facility,ROR,03gc1p724
Laboratoire de Physique des Gaz et des Plasmas,https://ror.org/04bgjpg77,48.69572,2.18727,Orsay,France,Facility,ROR,04bgjpg77
Laboratoire de Physique des deux infinis Bordeaux,https://ror.org/034a4bk84,44.77362,-0.61395,Gradignan,France,Facility,ROR,034a4bk84
Laboratoire de Physique du Rayonnement et de la Lumière,https://ror.org/04zaa8r69,48.852305,2.296503,Paris,France,Facility,ROR,04zaa8r69
Laboratoire de Physique et Modélisation des Milieux Condensés,https://ror.org/02mc6qk71,45.204349,5.700826,Grenoble,France,Facility,ROR,02mc6qk71
Laboratoire de Planétologie et Géosciences,https://ror.org/04fm0sh33,47.21725,-1.55336,Nantes,France,Facility,ROR,04fm0sh33
"Laboratoire de Psychologie : Cognition, Comportement, Communication",https://ror.org/03dgmxj03,48.126821,-1.711194,Rennes,France,Facility,ROR,03dgmxj03
Laboratoire de Psychologie Cognitive,https://ror.org/01rf5x574,43.304952,5.379584,Marseille,France,Facility,ROR,01rf5x574
Laboratoire de Psychologie Sociale et Cognitive,https://ror.org/01t4k8953,45.775283,3.092186,Clermont-Ferrand,France,Facility,ROR,01t4k8953
Laboratoire de Psychologie des Pays de la Loire,https://ror.org/007hrfm61,47.21725,-1.55336,Nantes,France,Facility,ROR,007hrfm61
Laboratoire de Radiopharmaceutiques Biocliniques,https://ror.org/01273vs09,45.201279,5.745672,La Tronche,France,Facility,ROR,01273vs09
"Laboratoire de Recherche Hydrodynamique, Energétique et Environnement Atmosphérique",https://ror.org/057axh226,47.248849,-1.547894,Nantes,France,Facility,ROR,057axh226
