network,variable.resource,variable.dataset,variable.name
LongITools,LongITools_CDM,wave_01,menarche_age
LongITools,LongITools_CDM,wave_01,menopause_age
LongITools,LifeCycle_CDM,core,mode_delivery
LongITools,LifeCycle_CDM,core,mother_id
LongITools,LongITools_CDM,wave_01,occup
LongITools,LifeCycle_CDM,core,occup_f1_0
LongITools,LifeCycle_CDM,core,occup_f1_fath0
LongITools,LifeCycle_CDM,core,occup_m_0
LongITools,LongITools_CDM,wave_01,outdoor
LongITools,LongITools_CDM,wave_01,outdoor_season
LongITools,LongITools_CDM,wave_01,pa_mod
LongITools,LongITools_CDM,wave_01,pa_mod_vig
LongITools,LongITools_CDM,wave_01,pa_vig
LongITools,LifeCycle_CDM,core,parity_m
LongITools,LongITools_CDM,wave_01,phv_age
LongITools,LifeCycle_CDM,core,ppd
LongITools,LifeCycle_CDM,core,preeclam
LongITools,LifeCycle_CDM,core,preg_alc
LongITools,LifeCycle_CDM,core,preg_alc_unit
LongITools,LifeCycle_CDM,core,preg_cig
LongITools,LifeCycle_CDM,core,preg_dia
LongITools,LifeCycle_CDM,core,preg_ht
LongITools,LifeCycle_CDM,core,preg_no
LongITools,LifeCycle_CDM,core,preg_smk
LongITools,LifeCycle_CDM,core,prepreg_alc
LongITools,LifeCycle_CDM,core,prepreg_alc_unit
LongITools,LifeCycle_CDM,core,prepreg_cig
LongITools,LifeCycle_CDM,core,prepreg_smk
LongITools,LifeCycle_CDM,core,prepreg_weight
LongITools,LifeCycle_CDM,core,prepreg_weight_ga
LongITools,LifeCycle_CDM,outcome,pulse_0
LongITools,LongITools_CDM,wave_01,region_birth
LongITools,LifeCycle_CDM,core,region_fa
LongITools,LifeCycle_CDM,core,region_mo
LongITools,LifeCycle_CDM,outcome,sbp_0
LongITools,LifeCycle_CDM,outcome,sbpav_0
LongITools,LongITools_CDM,wave_01,sedentary_time
LongITools,LifeCycle_CDM,core,sex
LongITools,LongITools_CDM,wave_01,sleep_duration
LongITools,LongITools_CDM,wave_01,smk_cess
LongITools,LongITools_CDM,wave_01,smk_cig
LongITools,LongITools_CDM,wave_01,smk_curr
LongITools,LongITools_CDM,wave_01,smk_ever
LongITools,LifeCycle_CDM,core,smk_t1
LongITools,LifeCycle_CDM,core,solid_food
LongITools,LongITools_CDM,wave_01,study_country
LongITools,LongITools_CDM,wave_01,study_id
LongITools,LongITools_CDM,wave_01,tanner_breast
LongITools,LongITools_CDM,wave_01,tanner_genit
LongITools,LongITools_CDM,wave_01,tanner_pubhair
LongITools,LifeCycle_CDM,outcome,triglycerides_0
LongITools,LifeCycle_CDM,outcome,triglycerides_cord
LongITools,LongITools_CDM,wave_01,visits_dentist
LongITools,LongITools_CDM,wave_01,visits_gp
LongITools,LongITools_CDM,wave_01,visits_nurse
LongITools,LongITools_CDM,wave_01,visits_orthodontist
LongITools,LongITools_CDM,wave_01,visits_range
LongITools,LongITools_CDM,wave_01,visits_specialist
LongITools,LifeCycle_CDM,outcome,vldlc_0
LongITools,LifeCycle_CDM,outcome,vldlc_cord
LongITools,LongITools_CDM,wave_01,voice_break_age
LongITools,LifeCycle_CDM,outcome,waistcirc_0
LongITools,LifeCycle_CDM,core,weight_0
LongITools,LifeCycle_CDM,core,weight_f1
LongITools,LifeCycle_CDM,core,weight_f1_fath
LifeCycle,LifeCycle_CDM,core,nox_t1
LifeCycle,LifeCycle_CDM,core,occupcode_f1_fath0
LifeCycle,LifeCycle_CDM,core,mother_id
LifeCycle,LifeCycle_CDM,core,nffish_psc
LifeCycle,LifeCycle_CDM,core,occupcode_f1_0
LifeCycle,LifeCycle_CDM,core,lst_preg
LifeCycle,LifeCycle_CDM,core,neo_unit
LifeCycle,LifeCycle_CDM,core,nffish_pgn
LifeCycle,LifeCycle_CDM,core,percfat_psc
LifeCycle,LifeCycle_CDM,core,ldres_preg
LifeCycle,LifeCycle_CDM,outcome,nvi_avg_0
LifeCycle,LifeCycle_CDM,outcome,nvi_pro_0
LifeCycle,LifeCycle_CDM,core,percprot_pgn
LifeCycle,LifeCycle_CDM,core,percprot_sch
LifeCycle,LifeCycle_CDM,core,occupcode_f2_0
LifeCycle,LifeCycle_CDM,core,pm25_t1
LifeCycle,LifeCycle_CDM,core,no2_1
LifeCycle,LifeCycle_CDM,core,no2_t1
LifeCycle,LifeCycle_CDM,core,noise_dist_preg
LifeCycle,LifeCycle_CDM,outcome,nvi_eval_0
LifeCycle,LifeCycle_CDM,core,pm10ni_0
LifeCycle,LifeCycle_CDM,core,occupcode_m_0
LifeCycle,LifeCycle_CDM,core,percfat_sch
LifeCycle,LifeCycle_CDM,outcome,nvi_pc_0
LifeCycle,LifeCycle_CDM,core,occup_f1_0
LifeCycle,LifeCycle_CDM,core,no2_preg
LifeCycle,LifeCycle_CDM,core,percprot_psc
LifeCycle,LifeCycle_CDM,core,patternA_snackscreen_psc
LifeCycle,LifeCycle_CDM,core,occupcode_f2_fath0
LifeCycle,LifeCycle_CDM,core,popdens_preg
LifeCycle,LifeCycle_CDM,core,pm10_t1
LifeCycle,LifeCycle_CDM,core,pm10k_preg
LifeCycle,LifeCycle_CDM,core,pm10_1
LifeCycle,LifeCycle_CDM,core,pm10cu_preg
LifeCycle,LifeCycle_CDM,core,pm10ni_preg
LifeCycle,LifeCycle_CDM,core,patternB_psc
LifeCycle,LifeCycle_CDM,core,pm10k_t1
LifeCycle,LifeCycle_CDM,core,pm10cu_0
LifeCycle,LifeCycle_CDM,core,other_0
LifeCycle,LifeCycle_CDM,core,pm25v_0
LifeCycle,LifeCycle_CDM,core,noise_dist_0
LifeCycle,LifeCycle_CDM,core,other_preg
LifeCycle,LifeCycle_CDM,core,parity_m
LifeCycle,LifeCycle_CDM,core,occup_f2_0
LifeCycle,LifeCycle_CDM,core,pm10ni_t1
LifeCycle,LifeCycle_CDM,core,pm25v_t1
LifeCycle,LifeCycle_CDM,core,pm10fe_0
LifeCycle,LifeCycle_CDM,core,pm10_preg
LifeCycle,LifeCycle_CDM,core,perccarb_sch
LifeCycle,LifeCycle_CDM,core,pm10v_0
LifeCycle,LifeCycle_CDM,core,pm10zn_0
LifeCycle,LifeCycle_CDM,core,perccarb_pgn
LifeCycle,LifeCycle_CDM,core,other_t1
LifeCycle,LifeCycle_CDM,core,pm10si_t1
LifeCycle,LifeCycle_CDM,core,pm10s_0
LifeCycle,LifeCycle_CDM,core,plac_abrup
LifeCycle,LifeCycle_CDM,core,pm25v_preg
LifeCycle,LifeCycle_CDM,core,pm25zn_0
LifeCycle,LifeCycle_CDM,core,pm10si_0
LifeCycle,LifeCycle_CDM,core,pm10fe_preg
LifeCycle,LifeCycle_CDM,core,pm10v_preg
LifeCycle,LifeCycle_CDM,core,percfat_pgn
LifeCycle,LifeCycle_CDM,core,plac_weight
LifeCycle,LifeCycle_CDM,outcome,pets_preg
LifeCycle,LifeCycle_CDM,core,pm10s_preg
LifeCycle,LifeCycle_CDM,core,outcome
LifeCycle,LifeCycle_CDM,core,pm10v_t1
LifeCycle,LifeCycle_CDM,core,pm10zn_preg
LifeCycle,LifeCycle_CDM,core,pm10s_t1
LifeCycle,LifeCycle_CDM,core,pm25zn_preg
LifeCycle,LifeCycle_CDM,core,pm10cu_t1
LifeCycle,LifeCycle_CDM,core,pm10zn_t1
LifeCycle,LifeCycle_CDM,core,pm10si_preg
LifeCycle,LifeCycle_CDM,core,port_0
LifeCycle,LifeCycle_CDM,core,pm25zn_t1
LifeCycle,LifeCycle_CDM,core,port_t1
LifeCycle,LifeCycle_CDM,core,pm25k_0
LifeCycle,LifeCycle_CDM,core,pm25_1
LifeCycle,LifeCycle_CDM,core,outdoorpage_psc
LifeCycle,LifeCycle_CDM,core,pm25k_preg
LifeCycle,LifeCycle_CDM,core,potat_pgn
LifeCycle,LifeCycle_CDM,core,region_mo
LifeCycle,LifeCycle_CDM,core,pm25ni_preg
LifeCycle,LifeCycle_CDM,core,procmeat_psc
LifeCycle,LifeCycle_CDM,core,pm25abs_t1
LifeCycle,LifeCycle_CDM,core,prepreg_alc_unit
LifeCycle,LifeCycle_CDM,core,potat_psc
LifeCycle,LifeCycle_CDM,core,pm25abs_1
LifeCycle,LifeCycle_CDM,core,occup_f2_fath0
LifeCycle,LifeCycle_CDM,core,occup_m_0
LifeCycle,LifeCycle_CDM,core,port_preg
LifeCycle,LifeCycle_CDM,core,pm25ni_0
LifeCycle,LifeCycle_CDM,core,pmcoarse_1
LifeCycle,LifeCycle_CDM,core,pmcoarse_preg
LifeCycle,LifeCycle_CDM,core,pm10fe_t1
LifeCycle,LifeCycle_CDM,core,pm25k_t1
LifeCycle,LifeCycle_CDM,core,pm10k_0
LifeCycle,LifeCycle_CDM,core,prepreg_alc
LifeCycle,LifeCycle_CDM,core,ppd
LifeCycle,LifeCycle_CDM,core,pm25cu_t1
LifeCycle,LifeCycle_CDM,core,pm25ni_t1
LifeCycle,LifeCycle_CDM,core,pm25si_preg
LifeCycle,LifeCycle_CDM,core,pm25cu_0
LifeCycle,LifeCycle_CDM,core,pm25si_t1
LifeCycle,LifeCycle_CDM,core,potat_sch
LifeCycle,LifeCycle_CDM,core,prepreg_an
LifeCycle,LifeCycle_CDM,core,pmcoarse_t1
LifeCycle,LifeCycle_CDM,core,procmeat_sch
LifeCycle,LifeCycle_CDM,core,pm25_preg
LifeCycle,LifeCycle_CDM,core,pufas_psc
LifeCycle,LifeCycle_CDM,core,popdens_0
LifeCycle,LifeCycle_CDM,core,pulses_sch
LifeCycle,LifeCycle_CDM,core,region_fa
LifeCycle,LifeCycle_CDM,core,preg_plan
LifeCycle,LifeCycle_CDM,core,pm25fe_preg
LifeCycle,LifeCycle_CDM,outcome,il6_0
LifeCycle,LifeCycle_CDM,core,smk_fath
LifeCycle,LifeCycle_CDM,core,redmeat_sch
LifeCycle,LifeCycle_CDM,core,pm25abs_preg
LifeCycle,LifeCycle_CDM,core,pulses_pgn
LifeCycle,LifeCycle_CDM,core,pm25cu_preg
LifeCycle,LifeCycle_CDM,core,psych_bf
LifeCycle,LifeCycle_CDM,core,pufas_pgn
LifeCycle,LifeCycle_CDM,core,preg_thyroid
LifeCycle,LifeCycle_CDM,core,pulses_psc
LifeCycle,LifeCycle_CDM,outcome,repro_0
LifeCycle,LifeCycle_CDM,core,pm25s_0
LifeCycle,LifeCycle_CDM,core,pm25fe_0
LifeCycle,LifeCycle_CDM,core,prepreg_weight_mes
LifeCycle,LifeCycle_CDM,core,prepreg_bn
LifeCycle,LifeCycle_CDM,core,preg_gain
LifeCycle,LifeCycle_CDM,core,satfat_pgn
LifeCycle,LifeCycle_CDM,core,pm25si_0
LifeCycle,LifeCycle_CDM,core,pm25s_preg
LifeCycle,LifeCycle_CDM,core,redmeat_pgn
LifeCycle,LifeCycle_CDM,core,pufas_sch
LifeCycle,LifeCycle_CDM,core,satfat_psc
LifeCycle,LifeCycle_CDM,core,smk_cig_p
LifeCycle,LifeCycle_CDM,core,sav_psc
LifeCycle,LifeCycle_CDM,core,preg_alc_unit
LifeCycle,LifeCycle_CDM,core,prepreg_cig
LifeCycle,LifeCycle_CDM,core,prepreg_smk
LifeCycle,LifeCycle_CDM,core,popdens_t1
LifeCycle,LifeCycle_CDM,outcome,rash_0
LifeCycle,LifeCycle_CDM,core,smk_exp0
LifeCycle,LifeCycle_CDM,core,prepreg_dep
LifeCycle,LifeCycle_CDM,core,preg_gain_mes
LifeCycle,LifeCycle_CDM,core,totcarb_sch
LifeCycle,LifeCycle_CDM,core,prepreg_weight
LifeCycle,LifeCycle_CDM,core,satfat_sch
LifeCycle,LifeCycle_CDM,outcome,rash_loc_0
LifeCycle,LifeCycle_CDM,core,sav_pgn
LifeCycle,LifeCycle_CDM,core,preg_ed
LifeCycle,LifeCycle_CDM,core,preg_bn
LifeCycle,LifeCycle_CDM,core,sav_sch
LifeCycle,LifeCycle_CDM,core,preg_ht
LifeCycle,LifeCycle_CDM,core,preg_no
LifeCycle,LifeCycle_CDM,core,swebev_sch
LifeCycle,LifeCycle_CDM,core,tm_t1
LifeCycle,LifeCycle_CDM,core,screenoth_psc
LifeCycle,LifeCycle_CDM,core,totcarb_psc
LifeCycle,LifeCycle_CDM,core,snacks_psc
LifeCycle,LifeCycle_CDM,core,tm_1
LifeCycle,LifeCycle_CDM,core,sex
LifeCycle,LifeCycle_CDM,core,tveat_sch
LifeCycle,LifeCycle_CDM,core,tmin_t1
LifeCycle,LifeCycle_CDM,core,sugar_pgn
LifeCycle,LifeCycle_CDM,core,water_0
LifeCycle,LifeCycle_CDM,core,trafload100_t1
LifeCycle,LifeCycle_CDM,core,swebev_pgn
LifeCycle,LifeCycle_CDM,core,uvddc_t1
LifeCycle,LifeCycle_CDM,core,trafload100_0
LifeCycle,LifeCycle_CDM,core,totprot_psc
LifeCycle,LifeCycle_CDM,core,trans_0
LifeCycle,LifeCycle_CDM,core,skipbreakf_psc
LifeCycle,LifeCycle_CDM,core,redmeat_psc
LifeCycle,LifeCycle_CDM,outcome,triglycerides_cord
LifeCycle,LifeCycle_CDM,core,pm25s_t1
LifeCycle,LifeCycle_CDM,core,screenage_psc
LifeCycle,LifeCycle_CDM,core,skipbreakf_sch
LifeCycle,LifeCycle_CDM,core,prepreg_weight_ga
LifeCycle,LifeCycle_CDM,core,pm25fe_t1
LifeCycle,LifeCycle_CDM,core,prepreg_ed
LifeCycle,LifeCycle_CDM,core,preg_psych
LifeCycle,LifeCycle_CDM,core,solid_food
LifeCycle,LifeCycle_CDM,core,preg_an
LifeCycle,LifeCycle_CDM,core,smk_p
LifeCycle,LifeCycle_CDM,core,preg_cig
LifeCycle,LifeCycle_CDM,core,sleept_psc
LifeCycle,LifeCycle_CDM,core,prepreg_psych
LifeCycle,LifeCycle_CDM,core,tmin_1
LifeCycle,LifeCycle_CDM,core,swebev_psc
LifeCycle,LifeCycle_CDM,core,supp_pgn
LifeCycle,LifeCycle_CDM,core,snacks_sch
LifeCycle,LifeCycle_CDM,core,tmax_1
LifeCycle,LifeCycle_CDM,core,totcarb_pgn
LifeCycle,LifeCycle_CDM,core,supp_psc
LifeCycle,LifeCycle_CDM,core,sibling_pos
LifeCycle,LifeCycle_CDM,core,tmin_preg
LifeCycle,LifeCycle_CDM,core,tmax_t1
LifeCycle,LifeCycle_CDM,core,tmax_preg
LifeCycle,LifeCycle_CDM,core,totprot_pgn
LifeCycle,LifeCycle_CDM,core,sugar_psc
LifeCycle,LifeCycle_CDM,core,supp_sch
LifeCycle,LifeCycle_CDM,core,sugar_sch
LifeCycle,LifeCycle_CDM,core,totfat_pgn
LifeCycle,LifeCycle_CDM,core,trafnear_0
LifeCycle,LifeCycle_CDM,core,uvdec_1
LifeCycle,LifeCycle_CDM,core,tv_psc
LifeCycle,LifeCycle_CDM,outcome,wm_avg_0
LifeCycle,LifeCycle_CDM,outcome,urticaria
LifeCycle,LifeCycle_CDM,core,transfat_pgn
LifeCycle,LifeCycle_CDM,core,tm_preg
LifeCycle,LifeCycle_CDM,core,uvdec_preg
LifeCycle,LifeCycle_CDM,core,trafmajorload100_preg
LifeCycle,LifeCycle_CDM,core,trafnear_t1
LifeCycle,LifeCycle_CDM,outcome,wm_instr_0
LifeCycle,LifeCycle_CDM,core,trafload100_preg
LifeCycle,LifeCycle_CDM,core,uvdvc_1
LifeCycle,LifeCycle_CDM,core,uvddc_preg
LifeCycle,LifeCycle_CDM,core,urbgr_preg
LifeCycle,LifeCycle_CDM,core,transfat_sch
LifeCycle,LifeCycle_CDM,core,vldres_0
LifeCycle,LifeCycle_CDM,core,tveat_psc
LifeCycle,LifeCycle_CDM,outcome,cimtmes_0
LifeCycle,LifeCycle_CDM,core,trans_preg
LifeCycle,LifeCycle_CDM,core,trafmajorload100_t1
LifeCycle,LifeCycle_CDM,outcome,wm_pro_0
LifeCycle,LifeCycle_CDM,core,uvdvc_preg
LifeCycle,LifeCycle_CDM,core,trans_t1
LifeCycle,LifeCycle_CDM,core,whgrains_pgn
LifeCycle,LifeCycle_CDM,outcome,adipo_0
LifeCycle,LifeCycle_CDM,core,weight_who_ga
LifeCycle,LifeCycle_CDM,core,walkability_mean_t1
LifeCycle,LifeCycle_CDM,core,whgrains_psc
LifeCycle,LifeCycle_CDM,outcome,whe_0
LifeCycle,LifeCycle_CDM,core,whgrains_sch
LifeCycle,LifeCycle_CDM,core,whe_ever 4
LifeCycle,LifeCycle_CDM,core,whe_ever4
LifeCycle,LifeCycle_CDM,outcome,wm_age_0
LifeCycle,LifeCycle_CDM,outcome,whe_ever
LifeCycle,LifeCycle_CDM,outcome,whe_ever2
LifeCycle,LifeCycle_CDM,outcome,armlengthage_0
LifeCycle,LifeCycle_CDM,outcome,csbp_0
LifeCycle,LifeCycle_CDM,core,child_no
LifeCycle,LifeCycle_CDM,outcome,adipoage_0
LifeCycle,LifeCycle_CDM,outcome,dxalm_0
LifeCycle,LifeCycle_CDM,outcome,bioage_0
LifeCycle,LifeCycle_CDM,outcome,dxalmage_0
LifeCycle,LifeCycle_CDM,outcome,dxalmmes_0
LifeCycle,LifeCycle_CDM,outcome,chol_0
LifeCycle,LifeCycle_CDM,outcome,f_dbp_0
LifeCycle,LifeCycle_CDM,outcome,f_sbp_0
LifeCycle,LifeCycle_CDM,outcome,glucose_0
LifeCycle,LifeCycle_CDM,outcome,ldlc_0
LifeCycle,LifeCycle_CDM,outcome,glucoseage_0
LifeCycle,LifeCycle_CDM,outcome,glucosemes_0
LifeCycle,LifeCycle_CDM,outcome,haem_0
LifeCycle,LifeCycle_CDM,outcome,biomes_0
LifeCycle,LifeCycle_CDM,outcome,haemage_0
LifeCycle,LifeCycle_CDM,outcome,haemmes_0
LifeCycle,LifeCycle_CDM,outcome,bpage_0
LifeCycle,LifeCycle_CDM,outcome,hba1c_0
LifeCycle,LifeCycle_CDM,outcome,cbpsit_0
LifeCycle,LifeCycle_CDM,outcome,hba1cage_0
LifeCycle,LifeCycle_CDM,outcome,hipcircage_0
LifeCycle,LifeCycle_CDM,outcome,m_sbp_0
LifeCycle,LifeCycle_CDM,outcome,hipcircmes_0
LifeCycle,LifeCycle_CDM,outcome,sbpav_0
LifeCycle,LifeCycle_CDM,outcome,m_triglycerides_0
LifeCycle,LifeCycle_CDM,outcome,il6age_0
LifeCycle,LifeCycle_CDM,outcome,pulse_0
LifeCycle,LifeCycle_CDM,outcome,il6mes_0
LifeCycle,LifeCycle_CDM,outcome,insulin_0
LifeCycle,LifeCycle_CDM,outcome,insulinage_0
LifeCycle,LifeCycle_CDM,outcome,insulinmes_0
LifeCycle,LifeCycle_CDM,outcome,ldlcage_0
LifeCycle,LifeCycle_CDM,outcome,ldlcmes_0
LifeCycle,LifeCycle_CDM,core,urb_area_id
LifeCycle,LifeCycle_CDM,core,vldres_preg
LifeCycle,LifeCycle_CDM,outcome,wm_eval_0
LifeCycle,LifeCycle_CDM,core,uvddc_1
LifeCycle,LifeCycle_CDM,core,urbgr_0
LifeCycle,LifeCycle_CDM,core,trafmajorload100_0
LifeCycle,LifeCycle_CDM,core,totprot_sch
LifeCycle,LifeCycle_CDM,core,vldres_t1
LifeCycle,LifeCycle_CDM,core,transfat_psc
LifeCycle,LifeCycle_CDM,core,trafnear_preg
LifeCycle,LifeCycle_CDM,core,uvdvc_t1
LifeCycle,LifeCycle_CDM,core,veg_pgn
LifeCycle,LifeCycle_CDM,core,water_t1
LifeCycle,LifeCycle_CDM,outcome,wm_raw_0
LifeCycle,LifeCycle_CDM,core,weight_f1
LifeCycle,LifeCycle_CDM,outcome,vldlc_cord
LifeCycle,LifeCycle_CDM,core,weight_mes_f1
LifeCycle,LifeCycle_CDM,core,veg_psc
LifeCycle,LifeCycle_CDM,outcome,whe_ever5_10
LifeCycle,LifeCycle_CDM,core,veg_sch
LifeCycle,LifeCycle_CDM,core,walkability_mean_0
LifeCycle,LifeCycle_CDM,core,weight_f1_fath
LifeCycle,LifeCycle_CDM,core,walkability_mean_preg
LifeCycle,LifeCycle_CDM,core,weight_0
LifeCycle,LifeCycle_CDM,core,water_preg
LifeCycle,LifeCycle_CDM,outcome,crp_0
LifeCycle,LifeCycle_CDM,outcome,armcirc_0
LifeCycle,LifeCycle_CDM,outcome,crpage_0
LifeCycle,LifeCycle_CDM,outcome,crpmes_0
LifeCycle,LifeCycle_CDM,outcome,armcircage_0
LifeCycle,LifeCycle_CDM,outcome,crpwv_0
LifeCycle,LifeCycle_CDM,outcome,armcircmes_0
LifeCycle,LifeCycle_CDM,outcome,crpwvage_0
LifeCycle,LifeCycle_CDM,outcome,armlength_0
LifeCycle,LifeCycle_CDM,outcome,dbp_0
LifeCycle,LifeCycle_CDM,outcome,armlengthmes_0
LifeCycle,LifeCycle_CDM,outcome,dbpav_0
LifeCycle,LifeCycle_CDM,outcome,bicepsf_0
LifeCycle,LifeCycle_CDM,outcome,dominant_armc_0
LifeCycle,LifeCycle_CDM,outcome,dxafm_0
LifeCycle,LifeCycle_CDM,outcome,bicepsfage_0
LifeCycle,LifeCycle_CDM,outcome,dxafmage_0
LifeCycle,LifeCycle_CDM,outcome,bicepsfmes_0
LifeCycle,LifeCycle_CDM,outcome,dxafmmes_0
LifeCycle,LifeCycle_CDM,outcome,bio_0
LifeCycle,LifeCycle_CDM,outcome,cdbp_0
LifeCycle,LifeCycle_CDM,core,abroad_fa
LifeCycle,LifeCycle_CDM,outcome,hba1cmes_0
LifeCycle,LifeCycle_CDM,outcome,cfpwv_0
LifeCycle,LifeCycle_CDM,outcome,hdlc_0
LifeCycle,LifeCycle_CDM,outcome,cfpwvage_0
LifeCycle,LifeCycle_CDM,outcome,hdlcage_0
LifeCycle,LifeCycle_CDM,outcome,vldlc_0
LifeCycle,LifeCycle_CDM,outcome,hdlcmes_0
LifeCycle,LifeCycle_CDM,outcome,cholage_0
LifeCycle,LifeCycle_CDM,outcome,headcirc_0
LifeCycle,LifeCycle_CDM,outcome,cholmes_0
LifeCycle,LifeCycle_CDM,outcome,leptin_0
LifeCycle,LifeCycle_CDM,outcome,leptinage_0
LifeCycle,LifeCycle_CDM,outcome,pulseage_0
LifeCycle,LifeCycle_CDM,outcome,leptinmes_0
LifeCycle,LifeCycle_CDM,outcome,m_chol_0
LifeCycle,LifeCycle_CDM,outcome,tricepsfmes_0
LifeCycle,LifeCycle_CDM,outcome,triglycerides_0
LifeCycle,LifeCycle_CDM,outcome,triglyceridesage_0
LifeCycle,LifeCycle_CDM,outcome,triglyceridesmes_0
LifeCycle,LifeCycle_CDM,outcome,vldlcage_0
LifeCycle,LifeCycle_CDM,outcome,vldlcmes_0
LifeCycle,LifeCycle_CDM,outcome,waistcirc_0
LifeCycle,LifeCycle_CDM,outcome,waistcircage_0
LifeCycle,LifeCycle_CDM,core,abroad_child
LifeCycle,LifeCycle_CDM,core,abroad_mo
LifeCycle,LifeCycle_CDM,outcome,adhd_age_0
LifeCycle,LifeCycle_CDM,outcome,adhd_avg_0
LifeCycle,LifeCycle_CDM,outcome,adhd_eval_0
LifeCycle,LifeCycle_CDM,core,GA_anx_t1
LifeCycle,LifeCycle_CDM,outcome,inh_all_sens_SPT_0
LifeCycle,LifeCycle_CDM,outcome,inhalant_all_sens_SPT_0
LifeCycle,LifeCycle_CDM,outcome,headcircage_0
LifeCycle,LifeCycle_CDM,outcome,cimt_0
LifeCycle,LifeCycle_CDM,outcome,headcircmes_0
LifeCycle,LifeCycle_CDM,outcome,cimtage_0
LifeCycle,LifeCycle_CDM,outcome,heightmes_0
LifeCycle,LifeCycle_CDM,outcome,m_ldlc_0
LifeCycle,LifeCycle_CDM,outcome,hipcirc_0
LifeCycle,LifeCycle_CDM,outcome,pulsemessit_0
LifeCycle,LifeCycle_CDM,outcome,m_crp_0
LifeCycle,LifeCycle_CDM,outcome,m_dbp_0
LifeCycle,LifeCycle_CDM,outcome,sbp_0
LifeCycle,LifeCycle_CDM,outcome,m_glucose_0
LifeCycle,LifeCycle_CDM,outcome,m_haem_0
LifeCycle,LifeCycle_CDM,outcome,sittinght_0
LifeCycle,LifeCycle_CDM,outcome,m_hba1c_0
LifeCycle,LifeCycle_CDM,outcome,m_hdlc_0
LifeCycle,LifeCycle_CDM,outcome,sittinghtage_0
LifeCycle,LifeCycle_CDM,outcome,m_insulin_0
LifeCycle,LifeCycle_CDM,outcome,sittinghtmes_0
LifeCycle,LifeCycle_CDM,outcome,subscapsf_0
LifeCycle,LifeCycle_CDM,outcome,waistcircmes_0
LifeCycle,LifeCycle_CDM,outcome,weightmes_0
LifeCycle,LifeCycle_CDM,outcome,subscapsfage_0
LifeCycle,LifeCycle_CDM,core,kcal_psc
LifeCycle,LifeCycle_CDM,core,plurality
LifeCycle,LifeCycle_CDM,outcome,adhdR_age_0
LifeCycle,LifeCycle_CDM,core,airpt_0
LifeCycle,LifeCycle_CDM,outcome,adhd_raw_0
LifeCycle,LifeCycle_CDM,core,fish_psc
LifeCycle,LifeCycle_CDM,outcome,fm_age_0
LifeCycle,LifeCycle_CDM,core,ga_us
LifeCycle,LifeCycle_CDM,core,prepreg_anx
LifeCycle,LifeCycle_CDM,outcome,asthma_current_MeDALL
LifeCycle,LifeCycle_CDM,core,ethn1_p
LifeCycle,LifeCycle_CDM,core,fish_pgn
LifeCycle,LifeCycle_CDM,outcome,lan_pro_0
LifeCycle,LifeCycle_CDM,core,preg_dia
LifeCycle,LifeCycle_CDM,core,preg_smk
LifeCycle,LifeCycle_CDM,core,urbgr_t1
LifeCycle,LifeCycle_CDM,core,totfat_psc
LifeCycle,LifeCycle_CDM,outcome,URTI_0
LifeCycle,LifeCycle_CDM,core,preeclam
LifeCycle,LifeCycle_CDM,core,smk_t1
LifeCycle,LifeCycle_CDM,core,connind100_preg
LifeCycle,LifeCycle_CDM,core,death_p_fath
LifeCycle,LifeCycle_CDM,outcome,tricepsf_0
LifeCycle,LifeCycle_CDM,core,folic_prepreg
LifeCycle,LifeCycle_CDM,core,pets_0
LifeCycle,LifeCycle_CDM,core,alc_t1
LifeCycle,LifeCycle_CDM,outcome,asthma_current_ISAAC_0
LifeCycle,LifeCycle_CDM,core,birth_length
LifeCycle,LifeCycle_CDM,core,cats_preg
LifeCycle,LifeCycle_CDM,core,totfat_sch
LifeCycle,LifeCycle_CDM,outcome,adipomes_0
LifeCycle,LifeCycle_CDM,core,nffish_sch
LifeCycle,LifeCycle_CDM,core,reledu_mo
LifeCycle,LifeCycle_CDM,core,uvdec_t1
LifeCycle,LifeCycle_CDM,core,weight_age0
LifeCycle,LifeCycle_CDM,core,na_sch
LifeCycle,LifeCycle_CDM,outcome,nvi_std_0
LifeCycle,LifeCycle_CDM,core,miggen_child
LifeCycle,LifeCycle_CDM,core,prepreg_dia
LifeCycle,LifeCycle_CDM,core,procmeat_pgn
LifeCycle,LifeCycle_CDM,core,reledu_fa
LifeCycle,LifeCycle_CDM,core,sleeptage_psc
LifeCycle,LifeCycle_CDM,outcome,wm_pc_0
LifeCycle,LifeCycle_CDM,outcome,allergy_inh_m
LifeCycle,LifeCycle_CDM,core,folic_post12
LifeCycle,LifeCycle_CDM,core,foodenvdens300_t1
LifeCycle,LifeCycle_CDM,outcome,gm_pro_0
LifeCycle,LifeCycle_CDM,outcome,int_instr_0
LifeCycle,LifeCycle_CDM,core,inh_all_sens_SPT_0
LifeCycle,LifeCycle_CDM,outcome,lan_avg_0
LifeCycle,LifeCycle_CDM,outcome,gm_raw_0
LifeCycle,LifeCycle_CDM,core,hdres_preg
LifeCycle,LifeCycle_CDM,outcome,FeNO_0
LifeCycle,LifeCycle_CDM,outcome,fm_std_0
LifeCycle,LifeCycle_CDM,outcome,FVC_abs_0
LifeCycle,LifeCycle_CDM,core,outdoorp_psc
LifeCycle,LifeCycle_CDM,outcome,wm_std_0
LifeCycle,LifeCycle_CDM,outcome,ext_age_0
