,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
2029,bbmri-eric:ID:ES_INCLIVA:collection:INC_02_P_COVID,Post COVID-19,,Study of changes in lung function (lung fibrotic changes) in patients with SARS-CoV-2 pneumonia after hospital discharge.,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1012.0,"infectious,covid19",2023-05-16 00:00:00.000,,accredited,76.0,1.0,"FEMALE,MALE","urn:miriam:icd:U07.1,urn:miriam:icd:J84.1",18.0,78.0,YEAR,,"DNA,SERUM,PLASMA",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Emergency use of U07 - COVID-19,virus identified,Other interstitial pulmonary diseases with fibrosis",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2032,bbmri-eric:ID:ES_INCLIVA:collection:INC_28_PE,Pulmonary Emphysema,,Sample collection from patients with Pulmonary Emphysema,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,960.0,,2023-05-16 00:00:00.000,,accredited,134.0,2.0,"FEMALE,MALE",urn:miriam:icd:J44.9,27.0,67.0,YEAR,,"PERIPHERAL_BLOOD_CELLS,PLASMA",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Chronic obstructive pulmonary disease,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2034,bbmri-eric:ID:ES_INCLIVA:collection:INC_20_RC,Rectal Cancer,,Sample collection from patients with rectal cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24581.0,,2023-05-16 00:00:00.000,,accredited,199.0,2.0,"FEMALE,MALE",,33.0,93.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,OTHER,TISSUE_PARAFFIN_EMBEDDED,BUFFY_COAT",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2035,bbmri-eric:ID:ES_INCLIVA:collection:INC_27_SS_SS,Severe Sepsis and Septic Shock,,Sample collection from patients with Severe Sepsis and Septic Shock and other ICU non septic patients (controls),https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL,CASE_CONTROL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,7567.0,"paediatrics,population",2023-05-16 00:00:00.000,,accredited,262.0,2.0,"FEMALE,MALE",,16.0,94.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,BUFFY_COAT,OTHER",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2036,bbmri-eric:ID:ES_INCLIVA:collection:INC_04_SP,Standard population,,Sample collection from standard population volunteers,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,POPULATION_BASED","BIOLOGICAL_SAMPLES,SURVEY_DATA",3,2913.0,population,2023-05-16 00:00:00.000,,accredited,195.0,2.0,"FEMALE,MALE",,18.0,84.0,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,RNA,SERUM,URINE",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
2046,bbmri-eric:ID:ES_HMRIB:collection:C_0001323,Cryopreserved Tumor Bank,,Collections of samples of biological material surplus to diagnosis obtained as part of the healthcare process in patients with tumor pathology,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,MEDICAL_RECORDS,4,,paediatrics,,,accredited,,,,,0.0,99.0,YEAR,,PERIPHERAL_BLOOD_CELLS,temperatureLN,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2047,bbmri-eric:ID:ES_HMRIB:collection:C_0001327,Cardiovascular Disease DNA Bank,BasicMar,"Collection of samples of the most prevalent cardiovascular diseases in the Spanish population: myocardial infarction, hypertension, atrial fibrillation, stroke and heart failure, as well as associated data",https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,,,,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2049,bbmri-eric:ID:ES_HMRIB:collection:C_0001328,Sample Bank of Patients with Influenza A (H1N1),,"Collection of peripheral blood samples from all cases (with additional samples of serum, plasma, saliva, sputum, bronchoalveolar lavage, transbronchial biopsy, and lung tissue in some cases) from patients admitted to Hospital del Mar with a confirmed diagnosis of Influenza A (H1N1).",https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,18.0,99.0,YEAR,,WHOLE_BLOOD,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2050,bbmri-eric:ID:ES_HMRIB:collection:C_0001329,Pulmonary Disease Sample Bank (Pulmonary Biobank Platform),,"This is a collection of lung tissue samples and relevant clinical information obtained from patients undergoing pulmonary resection surgery for clinical reasons. The collection includes lung tissue samples but may also include other associated biological samples (blood, plasma, sputum, bronchoalveolar lavage).",https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2051,bbmri-eric:ID:ES_HMRIB:collection:C_0001326,Hematologic Neoplasms Bank,,"Collection of biological material from patients diagnosed with hematologic neoplasms (Myelodysplastic Syndromes, Myeloproliferative Neoplasms, Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, Multiple Myeloma, Chronic Lymphocytic Leukemia, Non-Hodgkin Lymphoma, etc.), along with the corresponding associated data.",https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,MEDICAL_RECORDS,4,,paediatrics,,,accredited,,,,,0.0,99.0,YEAR,,WHOLE_BLOOD,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2052,bbmri-eric:ID:ES_HMRIB:collection:CP_0000001,Collection of Samples from Rheumatic and Musculoskeletal Diseases,ERyME,A collection consisting of surplus biological samples from procedures performed for the diagnosis and/or treatment of patients with rheumatic or musculoskeletal diseases.,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,MEDICAL_RECORDS,3,,paediatrics,,,accredited,,,,,0.0,99.0,YEAR,,PERIPHERAL_BLOOD_CELLS,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2053,bbmri-eric:ID:ES_HMRIB:collection:C_0008401,Artralgia,,Clinical and Genetic Determinants of Musculoskeletal Events in Postmenopausal Women Treated with Aromatase Inhibitors for Breast Cancer. B-ABLE Prospective Cohort,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,COHORT,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,4,,,,,accredited,,,,,,,,,WHOLE_BLOOD,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2055,bbmri-eric:ID:ES_HMRIB:collection:CP_0000002,Acute Myocardial Infarction Sample Collection,FORTIAM,Collection consisting of biological samples from patients diagnosed with Acute Myocardial Infarction.,https://marbiobanc.imim.es/es_index,Barcelona,ES,,,bbmri-eric:contactID:ES_Iglesias_Coma,bbmri-eric:contactID:ES_Iglesias_Coma,ES,False,,,bbmri-eric:ID:ES_HMRIB,Hospital Del Mar Research Institute Barcelona,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,25.0,74.0,YEAR,,SERUM,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2079,bbmri-eric:ID:ES_MDAN:collection:BPHC,Healthy control blood collection,,"Samples of whole blood, plasma and serum obtained from voluntary healthy donors with no history of malignant neoplastic disease, collected as part of the care activities at the Hospital.",https://fundacionmdanderson.es/biobanco,Madrid,ES,,,bbmri-eric:contactID:ES_Garcia_Garcia,bbmri-eric:contactID:ES_Garcia_Garcia,ES,False,,,bbmri-eric:ID:ES_MDAN,MD Anderson Foundation Biobank - Hospiten,bbmri-eric:networkID:ES_PISCIIIBB,,,HOSPITAL,BIOLOGICAL_SAMPLES,2,,,,,accredited,,,,,18.0,99.0,,,PLASMA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2081,bbmri-eric:ID:ES_BHCSC:collection:30,Neurology,,Affected liquid samples (serum and LCR) from 55 patients since 2022,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,216.0,,,,accredited,55.0,,UNDIFFERENTIAL,,,,,,"SERUM,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:06.175575,2026-07-23 05:02:06.175575,
2085,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_37,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,27.0,"autoimmune,rare_disease",,,accredited,27.0,1.0,"FEMALE,MALE",urn:miriam:icd:D71,33.0,34.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Functional disorders of polymorphonuclear neutrophils,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2091,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_38,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,3.0,"autoimmune,paediatrics,rare_disease",,,accredited,3.0,0.0,"FEMALE,MALE",urn:miriam:icd:D76.1,3.0,14.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue - Haemophagocytic lymphohistiocytosis,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2092,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_39,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,2.0,"autoimmune,rare_disease",,,accredited,2.0,0.0,"FEMALE,MALE",urn:miriam:icd:D80,22.0,24.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with predominantly antibody defects,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2094,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_40,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,11.0,"autoimmune,paediatrics,rare_disease",,,accredited,11.0,1.0,"FEMALE,MALE",urn:miriam:icd:D80.0,7.0,26.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with predominantly antibody defects - Hereditary hypogammaglobulinaemia,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2096,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_41,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,7.0,"autoimmune,paediatrics,rare_disease",,,accredited,7.0,0.0,"FEMALE,MALE",urn:miriam:icd:D80.1,9.0,53.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with predominantly antibody defects - Nonfamilial hypogammaglobulinaemia,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2101,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_42,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,126.0,"autoimmune,paediatrics,rare_disease",,,accredited,126.0,2.0,"FEMALE,MALE",urn:miriam:icd:D80.2,9.0,70.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with predominantly antibody defects - Selective deficiency of immunoglobulin A [IgA],,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2102,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_43,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,1.0,"autoimmune,paediatrics,rare_disease",,,accredited,1.0,0.0,MALE,urn:miriam:icd:D80.3,16.0,16.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with predominantly antibody defects - Selective deficiency of immunoglobulin G [IgG] subclasses,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2105,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_44,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,3.0,"autoimmune,paediatrics,rare_disease",,,accredited,3.0,0.0,"FEMALE,MALE",urn:miriam:icd:D80.5,10.0,31.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Immunodeficiency with increased immunoglobulin M [IgM],,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2109,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_48,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,4.0,"autoimmune,paediatrics,rare_disease",,,accredited,4.0,0.0,"FEMALE,MALE",urn:miriam:icd:D81.2,1.0,20.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2110,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_49,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",0,1.0,"autoimmune,rare_disease",,,accredited,1.0,0.0,MALE,urn:miriam:icd:D81.3,23.0,23.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Combined immunodeficiencies - Adenosine deaminase [ADA] deficiency,,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
2111,bbmri-eric:ID:ES_VHIR:collection:ImmunologyBank_50,Immunology Bank,,The collection is made up of blood samples and blood derivatives from patients with immunodeficiencies who were treated at the Vall d'Hebron University Hospital.,https://vhir.vallhebron.com/en/research-support/biobank,Barcelona,ES,,,bbmri-eric:contactID:ES_Novoa_Garcia,bbmri-eric:contactID:ES_Novoa_Garcia,ES,False,,,bbmri-eric:ID:ES_VHIR,Vall d'Hebron Research Institute,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,17.0,"autoimmune,paediatrics,rare_disease",,,accredited,17.0,1.0,"FEMALE,MALE",urn:miriam:icd:D81.9,3.0,25.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Combined immunodeficiency,unspecified",,,2026-07-23 05:02:08.227210,2026-07-23 05:02:08.227210,
