order,name,ontologyTermURI,parent
29055,Oestrone decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007235,Reproductive hormone analyses
29056,Prepyloric stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016939,Gastric and pyloric stenosis and obstruction
29057,Gastric ileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016940,Gastric and pyloric stenosis and obstruction
29058,Oesophageal adenocarcinoma stage 0,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016941,Oesophageal neoplasms malignant
29059,Oesophageal adenocarcinoma stage II,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016942,Oesophageal neoplasms malignant
29060,Oesophageal adenocarcinoma stage IV,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016943,Oesophageal neoplasms malignant
29061,Oesophageal carcinoma stage 0,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016944,Oesophageal neoplasms malignant
29062,Oesophageal squamous cell carcinoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016945,Oesophageal neoplasms malignant
29063,Oesophageal squamous cell carcinoma stage 0,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016946,Oesophageal neoplasms malignant
29064,Oesophageal squamous cell carcinoma stage II,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016947,Oesophageal neoplasms malignant
29065,Oesophageal squamous cell carcinoma stage IV,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016948,Oesophageal neoplasms malignant
29066,Urine human chorionic gonadotropin increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007236,Human chorionic gonadotropin increased
29067,Oesophageal adenocarcinoma metastatic,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016949,Oesophageal adenocarcinoma
29068,Anal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016950,Anal and rectal stenosis and obstruction
29069,Rectal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016951,Anal and rectal stenosis and obstruction
29070,Distal ileal obstruction syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016952,Distal intestinal obstruction syndrome
29071,Ileal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016953,Duodenal and small intestinal stenosis and obstruction
29072,Small intestinal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016954,Duodenal and small intestinal stenosis and obstruction
29073,Duodenal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016955,Duodenal and small intestinal stenosis and obstruction
29074,Meconium ileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016956,Duodenal and small intestinal stenosis and obstruction
29075,Superior mesenteric artery syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016957,Duodenal and small intestinal stenosis and obstruction
29076,Afferent loop syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016958,Duodenal and small intestinal stenosis and obstruction
29077,Urine human chorionic gonadotropin abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007237,Human chorionic gonadotropin abnormal
29078,Meconium plug syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016959,Duodenal and small intestinal stenosis and obstruction
29079,Gastric stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016960,Gastric and pyloric stenosis and obstruction
29080,Gastric volvulus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016961,Gastric and pyloric stenosis and obstruction
29081,Obstruction gastric,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016962,Gastric and pyloric stenosis and obstruction
29082,Gastrointestinal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016963,Gastrointestinal stenosis and obstruction NEC
29083,Intestinal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016964,Gastrointestinal stenosis and obstruction NEC
29084,Mechanical ileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016965,Gastrointestinal stenosis and obstruction NEC
29085,Distal intestinal obstruction syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016966,Gastrointestinal stenosis and obstruction NEC
29086,Intestinal strangulation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016967,Gastrointestinal necrosis and vascular insufficiency
29087,Colonic obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016968,Large intestinal obstruction
29088,Urine human chorionic gonadotropin negative,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007238,Human chorionic gonadotropin negative
29089,Large intestinal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016969,Large intestinal stenosis and obstruction
29090,Fibrosing colonopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016970,Large intestinal stenosis and obstruction
29091,Dolichocolon acquired,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016971,Large intestinal stenosis and obstruction
29092,Oesophageal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016972,Oesophageal stenosis and obstruction
29093,Sideropenic dysphagia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016973,Oesophageal stenosis and obstruction
29094,Abdominal mass,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016974,Abdominal findings abnormal
29095,Chilaiditi's syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016975,Abdominal findings abnormal
29096,Eructation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016976,Dyspeptic signs and symptoms
29097,Abnormal faeces,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016977,Faecal abnormalities NEC
29098,Faeces hard,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016978,Faecal abnormalities NEC
29099,17 ketosteroids urine,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007239,Reproductive hormone analyses
29100,Faecal volume decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016979,Faecal analyses NEC
29101,Faecalith,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016980,Faecal abnormalities NEC
29102,Gastrointestinal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016981,Gastrointestinal stenosis and obstruction NEC
29103,Intestinal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016982,Gastrointestinal stenosis and obstruction NEC
29104,Intussusception,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016983,Gastrointestinal stenosis and obstruction NEC
29105,Subileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016984,Gastrointestinal stenosis and obstruction NEC
29106,Neonatal intestinal obstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016985,Gastrointestinal stenosis and obstruction NEC
29107,Ileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016986,Gastrointestinal stenosis and obstruction NEC
29108,Intestinal diaphragm disease,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016987,Gastrointestinal stenosis and obstruction NEC
29109,Gallstone ileus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016988,Gastrointestinal stenosis and obstruction NEC
29110,17 ketosteroids urine decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007240,Reproductive hormone analyses
29111,Colonic stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016989,Large intestinal stenosis
29112,Large intestinal stricture,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016990,Large intestinal stenosis
29113,Volvulus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016991,Gastrointestinal stenosis and obstruction NEC
29114,Intestinal prolapse,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016992,Gastrointestinal disorders NEC
29115,Oesophageal stenosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016993,Oesophageal stenosis and obstruction
29116,Acquired oesophageal web,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016994,Oesophageal stenosis and obstruction
29117,Bowel sounds abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016995,Gastrointestinal sounds abnormal
29118,Dyspepsia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016996,Dyspeptic signs and symptoms
29119,Epigastric discomfort,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016997,Dyspeptic signs and symptoms
29120,Faeces discoloured,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016998,Faecal abnormalities NEC
29121,17 ketosteroids urine abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007241,Reproductive hormone analyses
29122,Faeces pale,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000016999,Faecal abnormalities NEC
29123,Faecal volume increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017000,Faecal analyses NEC
29124,Faecaloma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017001,Faecal abnormalities NEC
29125,Abdominal distension,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017002,"Flatulence, bloating and distension"
29126,Flatulence,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017003,"Flatulence, bloating and distension"
29127,Abdominal pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017004,Gastrointestinal and abdominal pains (excl oral and throat)
29128,Abdominal tenderness,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017005,Gastrointestinal and abdominal pains (excl oral and throat)
29129,Oesophageal pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017006,Gastrointestinal and abdominal pains (excl oral and throat)
29130,Abdominal rigidity,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017007,Gastrointestinal and abdominal pains (excl oral and throat)
29131,Breath odour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017008,Gastrointestinal signs and symptoms NEC
29132,17 ketosteroids urine increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007242,Reproductive hormone analyses
29133,Bruxism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017009,Gastrointestinal signs and symptoms NEC
29134,Peristalsis visible,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017010,Gastrointestinal signs and symptoms NEC
29135,Post cholecystectomy syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017011,Gastrointestinal signs and symptoms NEC
29136,Merycism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017012,Gastrointestinal signs and symptoms NEC
29137,Stomach discomfort,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017013,Abdominal discomfort
29138,Cullen's sign,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017014,Gastrointestinal signs and symptoms NEC
29139,Acute abdomen,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017015,Gastrointestinal signs and symptoms NEC
29140,Pneumatosis intestinalis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017016,Gastrointestinal disorders NEC
29141,Intestinal congestion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017017,Gastrointestinal signs and symptoms NEC
29142,Epidemic vomiting syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017018,Gastroenteritis viral
29143,Androgens abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007243,Reproductive hormone analyses
29144,Retching,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017019,Nausea and vomiting symptoms
29145,Vomiting neonatal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017020,Infantile vomiting
29146,Mucous stools,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017021,Faecal abnormalities NEC
29147,Aerophagia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017022,"Flatulence, bloating and distension"
29148,Abdominal pain lower,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017023,Gastrointestinal and abdominal pains (excl oral and throat)
29149,Abdominal pain upper,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017024,Gastrointestinal and abdominal pains (excl oral and throat)
29150,Gastrointestinal pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017025,Gastrointestinal and abdominal pains (excl oral and throat)
29151,Infantile colic,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017026,Gastrointestinal and abdominal pains (excl oral and throat)
29152,Abdominal rebound tenderness,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017027,Gastrointestinal and abdominal pains (excl oral and throat)
29153,Visceral pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017028,Gastrointestinal and abdominal pains (excl oral and throat)
29154,Androgens increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007244,Reproductive hormone analyses
29155,Abdominal symptom,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017029,Gastrointestinal signs and symptoms NEC
29156,Dysphagia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017030,Gastrointestinal signs and symptoms NEC
29157,Foetor hepaticus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017031,Gastrointestinal signs and symptoms NEC
29158,Aphagia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017032,Dysphagia
29159,Peripancreatic fluid collection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017033,Gastrointestinal signs and symptoms NEC
29160,Post gastric surgery syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017034,Dumping syndrome
29161,Abdominal discomfort,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017035,Gastrointestinal signs and symptoms NEC
29162,Oesophageal discomfort,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017036,Gastrointestinal signs and symptoms NEC
29163,Early satiety,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017037,Gastrointestinal signs and symptoms NEC
29164,Encopresis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017038,Gastrointestinal signs and symptoms NEC
29165,Blood testosterone,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007245,Reproductive hormone analyses
29166,Radiation dysphagia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017039,Gastrointestinal signs and symptoms NEC
29167,Portal venous gas,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017040,Gastrointestinal signs and symptoms NEC
29168,Oesophageal food impaction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017041,Gastrointestinal signs and symptoms NEC
29169,Nausea,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017042,Nausea and vomiting symptoms
29170,Vomiting,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017043,Nausea and vomiting symptoms
29171,Cyclic vomiting syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017044,Nausea and vomiting symptoms
29172,Infantile spitting up,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017045,Nausea and vomiting symptoms
29173,Regurgitation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017046,Nausea and vomiting symptoms
29174,Anorectal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017047,Anal and rectal ulcers and perforation
29175,Rectal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017048,Anal and rectal ulcers and perforation
29176,Blood testosterone decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007246,Reproductive hormone analyses
29177,Rectal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017049,Anal and rectal ulcers and perforation
29178,Anal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017050,Anal and rectal ulcers and perforation
29179,Erosive duodenitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017051,Duodenal ulcers and perforation
29180,Duodenal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017052,Duodenal ulcers and perforation
29181,Duodenal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017053,Duodenal ulcers and perforation
29182,"Duodenal ulcer perforation, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017054,Duodenal ulcers and perforation
29183,Gastroduodenal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017055,Duodenal ulcers and perforation
29184,Gastritis erosive,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017056,Gastric ulcers and perforation
29185,Gastric ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017057,Gastric ulcers and perforation
29186,Gastric ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017058,Gastric ulcers and perforation
29187,Blood testosterone normal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007247,Reproductive hormone analyses
29188,"Gastric ulcer haemorrhage, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017059,Gastric ulcers and perforation
29189,"Gastric ulcer perforation, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017060,Gastric ulcers and perforation
29190,Vomiting projectile,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017061,Nausea and vomiting symptoms
29191,Vomiting psychogenic,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017062,Nausea and vomiting symptoms
29192,Procedural vomiting,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017063,Nausea and vomiting symptoms
29193,Acetonaemic vomiting,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017064,Nausea and vomiting symptoms
29194,Procedural nausea,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017065,Nausea and vomiting symptoms
29195,Faecal vomiting,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017066,Nausea and vomiting symptoms
29196,Vomiting in pregnancy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017067,Morning sickness
29197,Anal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017068,Anal and rectal ulcers and perforation
29198,Blood testosterone free increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007248,Reproductive hormone analyses
29199,Rectal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017069,Anal and rectal ulcers and perforation
29200,Anal erosion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017070,Anal and rectal ulcers and perforation
29201,Duodenal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017071,Duodenal ulcers and perforation
29202,Duodenal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017072,Duodenal ulcers and perforation
29203,"Duodenal ulcer, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017073,Duodenal ulcers and perforation
29204,Duodenal scarring,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017074,Gastrointestinal scarring
29205,Gastric perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017075,Gastric ulcers and perforation
29206,Gastric ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017076,Gastric ulcers and perforation
29207,"Gastric ulcer, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017077,Gastric ulcers and perforation
29208,Gastric ulcer helicobacter,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017078,Gastric ulcers and perforation
29209,Blood testosterone free,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007249,Reproductive hormone analyses
29210,Anastomotic ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017079,"Gastrointestinal ulcers and perforation, site unspecified"
29211,Gastrointestinal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017080,"Gastrointestinal ulcers and perforation, site unspecified"
29212,Anastomotic ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017081,"Gastrointestinal ulcers and perforation, site unspecified"
29213,Anastomotic ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017082,"Gastrointestinal ulcers and perforation, site unspecified"
29214,"Anastomotic ulcer, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017083,"Gastrointestinal ulcers and perforation, site unspecified"
29215,Gastrointestinal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017084,"Gastrointestinal ulcers and perforation, site unspecified"
29216,Stress ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017085,"Gastrointestinal ulcers and perforation, site unspecified"
29217,Gastrointestinal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017086,"Gastrointestinal ulcers and perforation, site unspecified"
29218,Diverticular perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017087,"Gastrointestinal ulcers and perforation, site unspecified"
29219,Oesophageal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017088,Oesophageal ulcers and perforation
29220,Blood testosterone free abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007250,Reproductive hormone analyses
29221,Oesophageal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017089,Oesophageal ulcers and perforation
29222,Oesophagitis ulcerative,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017090,Oesophageal ulcers and perforation
29223,Ileal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017091,Intestinal ulcers and perforation NEC
29224,Ileal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017092,Intestinal ulcers and perforation NEC
29225,Intestinal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017093,Intestinal ulcers and perforation NEC
29226,Jejunal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017094,Intestinal ulcers and perforation NEC
29227,Jejunal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017095,Intestinal ulcers and perforation NEC
29228,Large intestine perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017096,Intestinal ulcers and perforation NEC
29229,Small intestine ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017097,Intestinal ulcers and perforation NEC
29230,Large intestinal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017098,Intestinal ulcers and perforation NEC
29231,Blood androstenedione decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007251,Reproductive hormone analyses
29232,Peptic ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017099,Peptic ulcers and perforation
29233,Peptic ulcer reactivated,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017100,Peptic ulcer
29234,Gastrointestinal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017101,"Gastrointestinal ulcers and perforation, site unspecified"
29235,Gastrointestinal erosion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017102,"Gastrointestinal ulcers and perforation, site unspecified"
29236,Erosive oesophagitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017103,Oesophageal ulcers and perforation
29237,Oesophageal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017104,Oesophageal ulcers and perforation
29238,Oesophageal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017105,Oesophageal ulcers and perforation
29239,Oesophageal rupture,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017106,Abdominal and gastrointestinal injuries NEC
29240,Necrotising oesophagitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017107,Oesophageal ulcers and perforation
29241,Appendicitis perforated,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017108,Intestinal ulcers and perforation NEC
29242,Dihydrotestosterone increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007252,Reproductive hormone analyses
29243,Ileal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017109,Intestinal ulcers and perforation NEC
29244,Intestinal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017110,Intestinal ulcers and perforation NEC
29245,Intestinal ulcer perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017111,Intestinal ulcers and perforation NEC
29246,Jejunal ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017112,Intestinal ulcers and perforation NEC
29247,Small intestinal perforation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017113,Intestinal ulcers and perforation NEC
29248,Small intestinal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017114,Intestinal ulcers and perforation NEC
29249,Large intestinal ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017115,Intestinal ulcers and perforation NEC
29250,Peptic ulcer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017116,Peptic ulcers and perforation
29251,Peptic ulcer haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017117,Peptic ulcers and perforation
29252,"Peptic ulcer perforation, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017118,Peptic ulcers and perforation
29253,Sex hormone binding globulin,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000007253,Reproductive hormone analyses
29254,"Peptic ulcer, obstructive",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017119,Peptic ulcers and perforation
29255,Gastrointestinal gangrene,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017120,Gastrointestinal necrosis and gangrene (excl gangrenous hernia)
29256,Colon gangrene,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017121,Gastrointestinal necrosis and gangrene (excl gangrenous hernia)
29257,Ileal gangrene,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017122,Gastrointestinal necrosis and gangrene (excl gangrenous hernia)
29258,Jejunal gangrene,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017123,Gastrointestinal necrosis and gangrene (excl gangrenous hernia)
29259,Duodenal varices,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000017124,Haemorrhoids and gastrointestinal varices (excl oesophageal)
